"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
109216,109105,"The Glebe Infant School","Parent","01-09-2009"
109231,128231,"St Andrew's CofE Infant School","Parent",""
109231,128233,"Highdale CofE Junior School","Parent",""
109302,114186,"Woodham Burn Infants' School","Parent",""
109302,114118,"Woodham Burn Junior School","Parent",""
109309,122568,"Brookhill Leys Infant and Nursery School","Parent",""
109309,122567,"Brookhill Leys Junior School","Parent",""
109313,143137,"Worle Community School","Child","17-07-2016"
109448,144039,"Elstow School","Child","31-03-2017"
109534,109535,"Denbigh Infant School","Parent","01-01-2011"
109546,109547,"Maidenhall Infant School","Parent",""
109552,109551,"St Matthew's Junior School","Parent",""
109553,109554,"Stopsley Infant School","Parent",""
109564,109563,"Putteridge Junior School","Parent","01-09-2011"
109567,109566,"Downside Junior School","Parent","01-09-2011"
109574,109573,"Pirton Hill Junior School","Parent","01-09-2008"
109576,109586,"Whitefield Infant School","Parent","31-08-2010"
109579,109543,"Icknield Primary School","Parent",""
109580,109582,"Southfield Infant School","Parent","01-09-2009"
109596,144010,"Caldecote VC Lower School","Child","10-01-2017"
109635,109636,"St Joseph's RC Infant School","Parent","01-01-2015"
109640,109637,"Sacred Heart RC Junior School","Parent",""
109664,109439,"Heathfield Lower School","Parent",""
109664,109519,"Willowfield Lower School","Parent",""
109685,144311,"Putteridge High School","Child","28-02-2017"
109701,143850,"Thomas Whitehead CofE School","Child","28-11-2016"
109705,144342,"Manshead School","Child","20-01-2017"
109739,109737,"Hitchmead School","Parent","01-09-2010"
109746,109740,"Hillcrest School","Parent","01-09-2012"
109821,109868,"Wessex Infant School","Parent",""
109840,109874,"Keep Hatch Junior School","Parent",""
109843,109753,"South Ascot Village Nursery School","Parent","01-09-2009"
109928,144048,"Crown Wood Primary School","Child","31-03-2017"
109942,128273,"Meadow Vale Infant School","Parent",""
109942,128272,"Meadow Vale County Junior School","Parent",""
109943,128282,"Wexham Court County First School","Parent",""
109943,128283,"Wexham Court Middle School","Parent",""
109944,128267,"Manor Infant School","Parent",""
109944,128269,"Manor Junior School","Parent",""
109951,144249,"Bisham CofE Primary School","Child","31-03-2017"
109997,143842,"The Queen Anne Royal Free CofE Controlled First School","Child","31-01-2017"
110002,109798,"Coley Park Primary School","Parent",""
110022,144246,"Clewer Green CofE First School","Child","31-03-2017"
110035,110036,"Our Lady of Peace Catholic Junior School","Parent","23-02-2016"
110185,128308,"Evelyn Fox School","Parent",""
110205,110201,"Blueprint","Parent","22-07-2015"
110205,143574,"Aspire","Child","31-10-2016"
110206,110339,"Willowmead Infant School and Nursery","Parent",""
110220,144339,"Dorney School","Child","20-01-2017"
110228,110254,"Tingewick Infant School","Parent",""
110236,144338,"West Wycombe Combined School","Child","20-01-2017"
110286,110301,"Elmhurst Infant School","Parent",""
110313,110302,"Meadowcroft Junior School","Parent",""
110326,128325,"Westfield First School","Parent",""
110326,128328,"Claytons Middle School","Parent",""
110327,110312,"Wellsmead Junior School","Parent",""
110329,110323,"Page Hill Infant School","Parent",""
110337,144341,"Waterside Combined School","Parent","20-01-2017"
110342,110250,"Stokenchurch Infant School","Parent",""
110358,110357,"William Harding Infant School","Parent",""
110401,128327,"Abbeys Middle School","Parent",""
110401,128330,"Abbeys First School","Parent",""
110403,128333,"Terriers Middle School","Parent",""
110403,128319,"Terriers First School","Parent",""
110410,110409,"Saint James Church of England School, Akeley","Parent",""
110452,110453,"Dinton CofE School","Parent",""
110472,133366,"Queen Eleanor Primary School","Parent","01-01-2017"
110497,142826,"The Mandeville School","Child","19-04-2016"
110516,110474,"St Augustine's Catholic Primary School","Parent","01-09-2011"
110578,131915,"Maplewood School","Parent","01-04-2016"
110592,128356,"Oliver Wells School","Parent",""
110624,144054,"Ditton Lodge Community Primary School","Child","31-03-2017"
110641,110640,"Maple Grove Infant School","Parent","17-08-2015"
110663,110857,"St Andrew's CofE Community VA Junior School","Parent",""
110686,143777,"Ramsey Community Junior School","Child","30-11-2016"
110691,110706,"Southfields Infant School","Parent","01-09-2010"
110774,128373,"Thorpe County Infants' School","Parent",""
110774,128374,"Thorpe Junior School","Parent",""
110775,128370,"Kings Hedges Junior School","Parent",""
110775,128369,"King's Hedges Infants' School","Parent",""
110775,136931,"King's Hedges Nursery School","Child","31-08-2011"
110778,128377,"Paston Ridings Junior School","Parent",""
110778,128378,"Paston Ridings Infant School","Parent",""
110780,143440,"Babraham CofE (VC) Primary School","Child","30-09-2016"
110800,143835,"Elm CofE Primary School","Child","30-11-2016"
110818,144289,"St John's CofE Primary School","Child","28-02-2017"
110949,144055,"Meadowgate School","Child","31-03-2017"
110976,131300,"Woodfield Primary School","Parent",""
111014,111012,"Brooke Dean Community School","Parent",""
111085,143162,"William Stockton Community Primary School","Child","31-08-2016"
111152,143163,"Comberbach Primary School","Child","31-08-2016"
111228,128442,"Simms Cross County Infant School","Parent",""
111228,128441,"Simms Cross County Junior School","Parent",""
111229,128423,"Halton Lodge County Infant School","Parent",""
111229,128398,"Halton Lodge County Junior School","Parent",""
111230,128418,"Oldfield County Junior School","Parent",""
111230,128419,"Oldfield County Infant School","Parent",""
111232,128414,"Bexton County Junior School","Parent",""
111232,128439,"Bexton County Infant School","Parent",""
111233,128402,"Hurdsfield County Junior School","Parent",""
111233,128437,"Hurdsfield County Infant School","Parent",""
111234,128444,"Barrow Hall Lane County Junior School","Parent",""
111234,128445,"Great Sankey Lingley County Infant School","Parent",""
111235,128420,"The Meadow County Junior School","Parent",""
111235,128431,"The Meadow County Infant School","Parent",""
111236,128397,"The Manor House County Junior School","Parent",""
111236,128427,"Orchard House County Infant School","Parent",""
111237,128413,"Norbury Booths County Junior School","Parent",""
111237,128415,"Crosstown County Infant School","Parent",""
111238,128409,"Parklands County Junior School","Parent",""
111238,128425,"Parklands County Infant School","Parent",""
111240,128399,"Westfield County Junior School","Parent",""
111240,128435,"Westfield County Infants' School","Parent",""
111266,143158,"St Oswald's Worleston CofE Primary School","Child","31-08-2016"
111344,143155,"Bunbury Aldersey CofE Primary School","Child","31-08-2016"
111345,143872,"Warmingham CofE Primary School","Child","31-12-2016"
111363,111200,"Longbarn Community Primary School","Parent","01-09-2010"
111390,128464,"St Basil's RC Infant School","Parent",""
111390,128463,"St Basil's RC Junior School","Parent",""
111391,128461,"St Marie's RC Primary School","Parent",""
111391,128462,"St Patrick's RC Primary School","Parent",""
111392,128465,"St John Fisher RC Junior School","Parent",""
111392,128466,"St John Fisher RC Infant School","Parent",""
111393,128459,"St Michael's RC Junior School","Parent",""
111393,128460,"St Michael's RC Infant School","Parent",""
111394,128455,"Farnworth CofE (Aided) Junior School","Parent",""
111394,128456,"Farnworth CofE (Aided) Infant School","Parent",""
111397,143817,"Queen's Park High School","Child","31-10-2016"
111401,110998,"The Grange Junior School","Parent","01-09-2010"
111401,110960,"Grange Nursery School","Parent","17-12-2009"
111401,110991,"The Grange Infant School","Parent","01-09-2010"
111457,128474,"St Joseph's RC High School","Parent",""
111457,128475,"Saints Fisher and More High School","Parent",""
111560,111658,"Tedder Primary School","Parent",""
111560,143623,"Bader Primary School","Child","31-10-2016"
111602,111603,"Ravensworth Junior School","Parent","01-09-2012"
111631,144136,"Pallister Park Primary School","Child","31-03-2017"
111665,128494,"New Marske Junior School","Parent",""
111665,128496,"New Marske Infant School","Parent",""
111699,111519,"Seaton Carew Nursery School","Parent - merged","31-08-2014"
111731,111754,"Billingham Campus School","Parent","01-09-2009"
111742,144027,"Rye Hills School","Child","10-01-2017"
111985,128538,"Porthleven Infant School","Parent",""
111985,128537,"Porthleven Junior School","Parent",""
112142,143536,"Northside Academy","Child","09-09-2016"
112228,112227,"Belle Vue Junior School","Parent","17-09-2008"
112232,112196,"Dale Street Infant and Nursery School","Parent",""
112239,128572,"Great Clifton Infant School","Parent",""
112239,128573,"Little Clifton Primary School","Parent",""
112242,128582,"Robert Ferguson Infant School","Parent",""
112242,128581,"Robert Ferguson Junior School","Parent",""
112244,128576,"South Newbarns Infant School","Parent",""
112244,128575,"South Newbarns Junior School","Parent",""
112299,128595,"Urswick Grammar CofE Primary School","Parent",""
112299,128593,"Dendron CofE School","Parent",""
112299,128594,"Aldingham Parochial School","Parent",""
112405,112105,"Brampton Infant School","Parent",""
112423,112424,"Beaconside CofE Junior School","Parent",""
112499,142812,"Somercotes Infant School","Child","19-04-2016"
112582,112783,"Highfield Primary School","Parent",""
112583,112783,"Highfield Primary School","Parent",""
112585,112783,"Highfield Primary School","Parent",""
112620,112852,"Edward Revell Primary School","Parent",""
112633,143953,"Springfield Junior School","Child","10-01-2017"
112638,144344,"Temple Normanton Primary School","Child","20-01-2017"
112642,112644,"Apperknowle Community Primary School","Parent",""
112643,112644,"Apperknowle Community Primary School","Parent",""
112668,144012,"New Whittington Community Primary School","Child","10-01-2017"
112725,112724,"Nightingale Junior School","Parent","01-09-2010"
112725,144011,"Osmaston Primary School","Child","10-01-2017"
112738,112735,"Southgate Infant School","Parent",""
112747,112746,"Breadsall Hill Top Infant & Nursery School","Merged - expansion in school capacity and changer in age range","31-03-2014"
112751,112750,"Cherry Tree Hill Junior School","Parent","01-09-2010"
112763,112753,"Chaddesden Park Junior School","Parent - merged","17-07-2012"
112770,112768,"Redwood Junior School","Parent","01-09-2011"
112778,142041,"Firs Estate Primary School","Child","29-04-2015"
112782,144343,"Derwent Community School","Child","20-01-2017"
112877,128630,"Charlesworth CofE Primary School","Parent",""
112877,128615,"Charlesworth Primary School","Parent",""
112949,112937,"Deincourt Community School","Parent","01-09-2010"
112975,112764,"Borrow Wood Infant School","Parent","01-09-2010"
112978,112524,"Castle Gresley Infant School","Parent",""
113132,113131,"Pynes Infant School and Nursery","Parent","08-09-2015"
113377,113150,"Great Torrington Junior School","Parent","01-09-2013"
113526,141374,"Westlands School","Child","17-09-2014"
113659,113876,"St Leonard's School","Parent",""
113736,113735,"Somerford Junior School","Parent",""
113992,134161,"Aykley Heads Centre","Parent",""
114007,114006,"Sacriston Junior School","Result of Amalgamation","31-08-2014"
114013,114014,"Ouston Infant School","Parent","01-01-2014"
114038,114037,"Shotley Bridge Junior School","Parent","31-08-2015"
114039,114040,"Leadgate Infant & Nursery School","Result of Amalgamation","01-04-2015"
114047,114049,"Delves Lane Infant School","Parent","31-03-2014"
114056,113984,"Crook Nursery School","Parent","01-09-2016"
114071,114089,"Trimdon Village Infant School","Parent","01-09-2016"
114071,114094,"Trimdon Junior School","Parent","01-09-2016"
114086,113987,"Dean Road Nursery School","Parent",""
114127,114131,"Sherburn Hill Primary School","Parent","31-08-2015"
114210,128816,"Easington Colliery Infant School","Parent",""
114210,128815,"Easington Colliery Junior School","Parent",""
114213,114015,"South Pelaw Infant School","Merged - change in age range","01-01-2015"
114227,114137,"Belmont Infant School","Parent - merged","01-12-2014"
114266,143515,"St Joseph's Roman Catholic Voluntary Aided Primary School, Newton Aycliffe","Child","23-08-2016"
114289,142470,"Fyndoune Community College","Child","15-10-2015"
114300,114298,"Tudhoe Grange School","Parent","30-08-2012"
114305,114307,"Sunnydale Community College for Maths and Computing","Result of Amalgamation","01-01-2015"
114311,142473,"Durham Community Business College for Technology and Enterprise","Child","16-10-2015"
114374,114375,"St Luke's Infant School","Parent","31-08-2009"
114382,114361,"Balfour Junior School","Parent","01-09-2011"
114384,114364,"Coldean Junior School","Parent",""
114392,114432,"Herne Junior School","Result of Amalgamation","01-09-2015"
114398,114402,"Knoll Infant School","Parent",""
114399,114400,"Hangleton Junior School","Parent","01-09-2015"
114425,114401,"West Blatchington Junior School","Parent","01-09-2008"
114441,114436,"Southdown Junior School","Parent","01-01-2013"
114446,114397,"Davigdor Infant School","Parent","01-09-2015"
114720,114725,"Earls Hall Infant School","Parent","01-09-2015"
114761,114753,"Friars Grove Junior School","Parent","31-08-2010"
114774,114773,"Leigh North Street Junior School","Parent","17-08-2015"
